smart_5_raw,smart_12_raw,smart_184_raw,smart_187_raw,smart_197_raw,failure
0,4,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,1,0.0,0.0,0,0
0,17,,,0,0
0,36,,,0,0
0,2,,,0,0
0,40,,,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,16,,,0,0
0,5,,,0,0
0,2,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,19,,,0,0
0,9,,,0,0
0,1,0.0,0.0,0,0
0,24,,,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,4,,,0,0
0,4,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,,,0,0
0,2,0.0,0.0,0,0
0,6,,,0,0
0,5,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,6,,,0,0
0,9,,,0,0
0,32,,,0,0
0,17,,,0,0
0,15,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,4,,,0,0
0,10,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,29,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,55,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,56,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,6,,,0,0
0,1,,,0,0
0,2,0.0,0.0,0,0
0,16,,,0,0
0,1,,,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,0.0,0.0,16,0
0,6,,,0,0
0,7,0.0,0.0,0,0
0,21,,,0,0
0,4,,,0,0
0,10,,,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,8,,,0,0
0,4,0.0,0.0,0,0
0,25,,,0,0
0,4,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,29,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,5,,,0,0
0,8,0.0,0.0,0,0
0,21,,,0,0
0,17,,,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,18,,,0,0
0,4,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,4,,,0,0
0,6,0.0,0.0,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,4,,,0,0
0,6,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,2,,,0,0
0,7,,,0,0
0,4,,,0,0
0,4,0.0,0.0,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,,,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,7,,,0,0
0,15,,,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,,,0,0
0,5,0.0,0.0,0,0
0,19,,,0,0
0,33,,,0,0
0,8,0.0,0.0,0,0
0,14,,,0,0
0,16,,,0,0
0,6,,,0,0
0,3,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,3,,,0,0
0,1,0.0,0.0,0,0
0,24,,,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,8,,,0,0
0,12,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,27,,,0,0
0,1,0.0,0.0,0,0
0,6,,,0,0
0,5,0.0,0.0,0,0
0,18,,,0,0
0,11,0.0,0.0,0,0
0,21,,,0,0
0,3,,,0,0
0,4,0.0,0.0,0,0
0,22,,,0,0
0,12,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,29,,,0,0
0,25,,,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,29,,,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
41,10,,,0,0
0,8,,,0,0
0,38,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,44,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,,,0,0
0,2,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,6,,,0,0
0,15,,,0,0
0,9,,,0,0
0,4,,,0,0
0,3,0.0,0.0,0,0
0,17,,,0,0
0,2,0.0,0.0,0,0
0,3,,,0,0
0,3,,,0,0
0,8,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,0,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,68,0.0,0.0,0,0
0,22,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,,,0,0
0,1,0.0,0.0,0,0
0,11,,,0,0
0,4,,,0,0
0,8,0.0,0.0,0,0
0,7,,,0,0
0,3,,,0,0
0,4,,,0,0
0,27,0.0,0.0,0,0
0,6,,,0,0
0,8,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,2,,,0,0
0,1,0.0,0.0,0,0
0,4,,,0,0
0,33,,,0,0
0,12,0.0,0.0,0,0
0,14,,,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,7,,,0,0
0,35,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,16,,,0,0
0,7,,,0,0
0,15,,,0,0
0,9,,,0,0
0,9,,,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,18,,,0,0
0,11,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,6,,,0,0
0,11,,,0,0
0,2,0.0,0.0,0,0
0,17,,,0,0
0,2,0.0,0.0,0,0
0,23,,,0,0
0,2,0.0,0.0,0,0
0,21,,,0,0
0,10,,,0,0
0,2,0.0,0.0,0,0
0,7,,,0,0
0,8,,,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,82,,,1,0
0,14,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,22,,,0,0
0,3,,,0,0
0,1,0.0,0.0,0,0
0,6,,,0,0
0,16,,,0,0
237,31,,,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,20,,,0,0
0,71,,,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,14,,,0,0
0,9,,,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,17,,,0,0
0,19,,,0,0
0,15,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,1.0,16,0
0,7,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,57,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,13,,,0,0
0,15,,,0,0
0,6,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,20,,,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,4,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,26,,,0,0
0,15,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,11,,,0,0
0,7,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,,,0,0
0,30,,,0,0
0,16,,,0,0
0,8,,,0,0
0,3,,,0,0
0,2,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,6,,,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,12,,,0,0
0,4,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,19,,,0,0
0,3,,,0,0
0,4,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,28,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,7,,,0,0
0,5,,,0,0
0,19,,,0,0
0,21,,,0,0
0,4,0.0,0.0,0,0
0,1,,,0,0
0,20,0.0,0.0,0,0
0,1,,,0,0
0,27,,,0,0
0,3,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,6,,,0,0
0,2,0.0,0.0,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,,,0,0
0,22,,,0,0
0,14,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,9,,,0,0
0,12,,,0,0
0,7,,,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,26,,,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,,,0,0
0,23,,,0,0
0,5,,,0,0
0,3,,,0,0
0,2,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,20,,,0,0
0,40,,,0,0
0,15,,,0,0
0,16,,,0,0
0,17,0.0,0.0,0,0
0,18,,,0,0
0,6,,,0,0
0,10,0.0,0.0,0,0
0,3,,,0,0
0,7,,,0,0
0,3,,,0,0
0,1,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,27,,,0,0
0,7,,,0,0
0,6,0.0,0.0,0,0
0,8,,,0,0
0,16,,,0,0
0,11,0.0,0.0,0,0
0,7,,,0,0
0,7,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,,,0,0
0,15,,,0,0
0,3,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,57,,,0,0
0,5,0.0,0.0,0,0
0,21,,,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,16,,,0,0
0,3,,,0,0
0,3,,,0,0
26,20,,,0,0
0,9,,,0,0
0,6,0.0,0.0,0,0
0,6,,,0,0
0,3,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,15,,,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,,,0,0
0,4,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,17,,,0,0
0,5,,,0,0
0,12,,,0,0
0,2,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,16,,,0,0
0,4,,,0,0
0,6,,,0,0
0,6,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,20,,,0,0
0,19,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,9,,,0,0
0,42,,,0,0
0,19,0.0,0.0,0,0
0,6,,,0,0
0,6,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,3,,,0,0
0,11,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,,,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,20,0.0,0.0,0,0
0,51,0.0,12.0,0,0
0,3,0.0,0.0,0,0
0,38,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,6,0.0,0.0,8,0
0,5,0.0,0.0,0,0
0,7,,,0,0
0,5,,,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,3,,,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,17,,,0,0
0,6,0.0,0.0,0,0
0,28,,,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,6,,,0,0
0,6,,,0,0
0,3,,,0,0
0,17,,,0,0
0,6,,,0,0
0,10,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,30,,,0,0
0,15,,,0,0
0,9,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,6,,,0,0
0,26,,,0,0
170,21,,,0,0
0,15,0.0,0.0,0,0
0,3,,,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,15,,,0,0
0,1,0.0,0.0,0,0
0,25,,,0,0
0,2,0.0,0.0,0,0
0,15,,,0,0
0,12,,,0,0
0,23,,,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,13,,,0,0
0,4,,,0,0
0,25,,,0,0
0,14,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,28,,,0,0
0,6,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,7,,,0,0
0,14,0.0,0.0,0,0
0,4,,,0,0
0,8,,,0,0
0,16,0.0,0.0,0,0
0,4,,,0,0
0,11,0.0,0.0,0,0
0,23,,,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,42,,,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,24,,,0,0
0,2,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,3,,,0,0
0,14,,,0,0
0,9,0.0,0.0,0,0
0,11,,,0,0
0,24,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,32,,,0,0
0,1,0.0,0.0,0,0
0,25,,,0,0
0,3,,,0,0
0,3,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,20,,,0,0
0,5,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,24,0.0,0.0,0,0
0,25,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,16,,,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,13,,,0,0
0,0,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,32,,,0,0
0,5,0.0,0.0,0,0
0,6,,,0,0
0,14,0.0,0.0,0,0
0,34,0.0,0.0,0,0
0,6,,,0,0
0,18,,,0,0
0,11,0.0,0.0,0,0
0,38,,,0,0
0,5,,,0,0
0,4,,,0,0
0,7,,,0,0
0,3,0.0,0.0,0,0
0,20,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,2,,,0,0
0,1,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,42,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,8,,,0,0
0,8,,,0,0
0,3,0.0,0.0,0,0
0,11,,,0,0
0,2,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,6,,,0,0
0,8,,,0,0
0,17,,,0,0
0,8,,,0,0
0,6,0.0,0.0,0,0
0,6,,,0,0
0,9,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,20,,,0,0
0,14,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,8,,,0,0
0,4,0.0,0.0,0,0
0,28,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,8,,,0,0
0,16,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,31,,,0,0
0,25,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,16,,,0,0
0,22,,,0,0
0,2,0.0,0.0,0,0
0,36,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,19,0.0,0.0,0,0
0,16,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,17,,,0,0
0,9,0.0,0.0,0,0
0,4,,,0,0
0,17,,,0,0
0,4,,,0,0
0,12,,,0,0
0,3,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,25,0.0,0.0,0,0
0,3,,,0,0
0,5,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,24,0.0,0.0,0,0
0,4,,,0,0
0,2,0.0,0.0,0,0
0,14,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,3,,,0,0
0,13,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,30,,,0,0
0,12,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,9,,,0,0
0,2,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,,,0,0
0,2,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,18,,,0,0
0,5,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,57,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,23,0.0,0.0,0,0
0,8,,,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,43,,,1,0
0,10,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,23,,,0,0
0,4,,,0,0
0,6,,,0,0
0,9,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,26,,,0,0
0,2,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,3,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,1,,,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,,,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,7,,,0,0
0,15,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,18,,,0,0
0,8,0.0,0.0,0,0
0,26,,,0,0
0,9,,,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,22,,,0,0
0,23,0.0,0.0,0,0
0,1,,,0,0
0,14,,,0,0
0,6,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,16,,,0,0
0,1,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,20,,,1,0
0,4,0.0,0.0,0,0
0,18,,,0,0
0,54,,,0,0
0,5,,,0,0
0,31,,,0,0
0,4,0.0,0.0,0,0
0,5,,,0,0
0,9,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,31,,,0,0
0,24,,,0,0
0,14,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,,,0,0
0,3,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,13,,,0,0
0,7,,,0,0
0,1,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,19,,,0,0
0,3,0.0,0.0,0,0
0,26,,,0,0
0,21,,,0,0
0,5,0.0,0.0,0,0
0,28,,,0,0
0,4,0.0,0.0,0,0
0,29,,,0,0
0,5,0.0,0.0,0,0
0,49,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,6,,,0,0
0,26,,,0,0
0,14,,,0,0
0,1,0.0,0.0,0,0
63,23,,,0,0
0,18,,,0,0
0,3,,,0,0
0,4,,,0,0
0,2,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,4,,,0,0
0,8,,,0,0
0,3,0.0,0.0,0,0
0,4,,,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,6,,,0,0
0,6,0.0,0.0,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,17,,,0,0
0,5,,,0,0
0,13,,,0,0
0,47,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,20,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,15,0.0,1.0,0,0
0,2,0.0,0.0,0,0
0,20,,,0,0
0,5,,,0,0
0,6,,,0,0
0,12,0.0,0.0,0,0
0,16,,,0,0
0,1,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,2,0.0,0.0,0,0
0,9,,,0,0
0,5,,,0,0
0,5,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,15,0.0,0.0,0,0
0,17,0.0,0.0,0,0
0,7,,,0,0
24,7,0.0,0.0,16,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,,,0,0
0,6,,,0,0
0,1,0.0,0.0,0,0
0,5,,,0,0
0,1,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,23,,,0,0
0,19,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,4,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,15,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,3,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,2,,,0,0
0,2,0.0,0.0,0,0
0,5,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,9,0.0,0.0,16,0
0,30,0.0,0.0,0,0
0,11,0.0,0.0,0,0
0,10,0.0,0.0,0,0
0,21,,,0,0
0,2,0.0,0.0,0,0
0,8,0.0,0.0,0,0
0,1,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,6,0.0,0.0,0,0
0,12,,,0,0
0,4,,,0,0
0,4,0.0,0.0,0,0
0,12,0.0,0.0,0,0
0,7,0.0,0.0,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,9,0.0,0.0,0,0
0,6,,,0,0
0,12,,,0,0
0,8,0.0,0.0,0,0
0,13,0.0,0.0,0,0
0,3,,,0,0
0,9,0.0,0.0,0,0
0,14,0.0,0.0,0,1
0,55,0.0,0.0,0,1
0,11,18.0,0.0,0,1
8,12,0.0,2.0,8,1
0,7,0.0,1.0,0,1
0,24,0.0,0.0,56,1
0,20,,,0,1
4,17,,,1,1
0,8,0.0,4.0,56,1
0,3,0.0,0.0,0,1
0,6,0.0,6.0,0,1
0,13,0.0,0.0,0,1
0,2,0.0,12.0,8,1
0,3,0.0,18.0,8,1
0,10,0.0,0.0,48,1
0,3,0.0,0.0,32,1
0,5,,,0,1
0,41,,,0,1
0,4,0.0,1.0,0,1
0,2,0.0,0.0,0,1
0,17,0.0,0.0,88,1
0,13,0.0,0.0,96,1
0,33,0.0,0.0,0,1
0,39,,,0,1
0,11,0.0,0.0,48,1
